time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,school_phase,NC_year_admission,admission_numbers,applications_received,online_applications,online_apps_percent,no_of_preferences,first_preference_offers,first_preference_offers_percent,second_preference_offers,second_preference_offers_percent,third_preference_offers,third_preference_offers_percent,one_of_the_three_preference_offers,one_of_the_three_preference_offers_percent,preferred_school_offer,preferred_school_offer_percent,non_preferred_offer,non_preferred_offer_percent,no_offer,no_offer_percent,schools_in_la_offer,schools_in_la_offer_percent,schools_in_another_la_offer,schools_in_another_la_offer_percent,offers_to_nonapplicants
202021,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000017,312,Hillingdon,Primary,R,4462,3885,3721,95.77863578,6,3491,89.85842986,244,6.280566281,56,1.441441441,3791,97.58043758,3821,98.35263835,64,1.647361647,0,0,3701,95.26383526,184,4.736164736,0
202021,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000018,313,Hounslow,Primary,R,3483,3537,3531,99.83036472,6,2970,83.96946565,357,10.09329941,76,2.148713599,3403,96.21147865,3456,97.70992366,81,2.290076336,0,0,3145,88.91716144,392,11.08283856,0
202021,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000021,314,Kingston upon Thames,Primary,R,1991,1920,1850,96.35416667,6,1551,80.78125,187,9.739583333,60,3.125,1798,93.64583333,1854,96.5625,65,3.385416667,1,0.052083333,1822,94.945284,97,5.054715998,0
202021,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000024,315,Merton,Primary,R,2526,2524,2405,95.28526149,6,2056,81.45800317,204,8.082408875,94,3.724247227,2354,93.26465927,2426,96.11727417,98,3.882725832,0,0,2230,88.3518225,294,11.6481775,0
202021,Academic year,Local authority,E92000001,England,E12000007,INNER LONDON,E09000025,316,Newham,Primary,R,5310,4279,4235,98.97172237,6,4019,93.92381398,162,3.785931292,40,0.93479785,4221,98.64454312,4232,98.90161253,47,1.098387474,0,0,4148,96.93853704,131,3.061462959,0
202021,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000026,317,Redbridge,Primary,R,4487,3897,3890,99.82037465,6,3184,81.70387478,370,9.494482936,107,2.745701822,3661,93.94405953,3740,95.97125994,133,3.412881704,24,0.615858353,3732,96.35941131,141,3.640588691,0
202021,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000027,318,Richmond upon Thames,Primary,R,2567,2236,2191,97.98747764,6,1888,84.43649374,194,8.676207513,75,3.354203936,2157,96.46690519,2189,97.8980322,47,2.1019678,0,0,2191,97.98747764,45,2.012522361,0
202021,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000029,319,Sutton,Primary,R,2563,2645,2588,97.84499055,6,2287,86.46502836,172,6.502835539,64,2.419659735,2523,95.38752363,2569,97.12665406,73,2.759924386,3,0.11342155,2376,89.9318698,266,10.0681302,0
202021,Academic year,Local authority,E92000001,England,E12000007,OUTER LONDON,E09000031,320,Waltham Forest,Primary,R,3929,3469,3330,95.99308158,6,3066,88.38281926,217,6.255405016,69,1.989045835,3352,96.62727011,3378,97.37676564,86,2.479100605,5,0.144133756,3354,96.82448037,110,3.17551963,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000025,330,Birmingham,Primary,R,16545,14382,14253,99.10304547,3,12722,88.45779447,1005,6.987901544,331,2.301487971,14058,97.74718398,14058,97.74718398,296,2.058128216,28,0.194687804,13848,96.47485022,506,3.525149784,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000026,331,Coventry,Primary,R,4715,4108,3358,81.7429406,3,3886,94.59591042,166,4.040895813,17,0.41382668,4069,99.05063291,4069,99.05063291,39,0.949367089,0,0,4033,98.17429406,75,1.82570594,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000027,332,Dudley,Primary,R,3971,3626,3402,93.82239382,5,3293,90.81632653,181,4.99172642,46,1.268615554,3520,97.07666851,3535,97.49034749,87,2.399338114,4,0.110314396,3473,95.25507405,173,4.744925946,24
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000028,333,Sandwell,Primary,R,5040,4172,3960,94.91850431,6,3821,91.58676894,192,4.6021093,44,1.054650048,4057,97.24352828,4068,97.5071908,101,2.420901246,3,0.071907958,3953,94.81890142,216,5.181098585,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000029,334,Solihull,Primary,R,2822,2443,2426,99.30413426,5,2173,88.94801474,150,6.139991813,44,1.801064265,2367,96.88907081,2386,97.66680311,51,2.087597217,6,0.245599673,2346,96.22641509,92,3.773584906,1
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000030,335,Walsall,Primary,R,3982,3499,3010,86.02457845,3,3224,92.1406116,153,4.372677908,33,0.943126608,3410,97.45641612,3410,97.45641612,87,2.486424693,2,0.057159188,3362,95.56566231,156,4.434337692,21
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E08000031,336,Wolverhampton,Primary,R,3660,3361,3220,95.80481999,5,2923,86.96816424,233,6.932460577,61,1.814936031,3217,95.71556084,3242,96.45938709,119,3.540612913,0,0,3236,96.28086879,125,3.719131211,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000011,340,Knowsley,Primary,R,1973,1822,1135,62.29418222,3,1607,88.19978046,110,6.037321625,32,1.756311745,1749,95.99341383,1749,95.99341383,73,4.006586169,0,0,1583,86.83488755,240,13.16511245,1
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000012,341,Liverpool,Primary,R,5941,5374,4952,92.14737626,3,4698,87.42091552,348,6.475623372,106,1.972459993,5152,95.86899888,5152,95.86899888,213,3.963528098,9,0.167473018,5164,96.25349487,201,3.746505126,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000013,342,St. Helens,Primary,R,2290,1973,1726,87.48099341,3,1784,90.42067917,121,6.132792701,19,0.963000507,1924,97.51647238,1924,97.51647238,43,2.1794222,6,0.304105423,1898,96.49211998,69,3.50788002,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000014,343,Sefton,Primary,R,3200,2822,2559,90.68036853,3,2516,89.15662651,171,6.059532247,34,1.204819277,2721,96.42097803,2721,96.42097803,101,3.57902197,0,0,2744,97.23600283,78,2.763997165,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000015,344,Wirral,Primary,R,4070,3507,3275,93.38465925,3,3210,91.53122327,173,4.932991161,45,1.28314799,3428,97.74736242,3428,97.74736242,79,2.252637582,0,0,3568,99.69265158,11,0.307348421,72
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000001,350,Bolton,Primary,R,4210,3757,3728,99.22810753,3,3297,87.75618845,269,7.15996806,91,2.422145329,3657,97.33830184,3657,97.33830184,100,2.661698163,0,0,3694,98.32313016,63,1.676869843,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000002,351,Bury,Primary,R,2366,2189,1994,91.09182275,3,1950,89.0817725,115,5.253540429,37,1.690269529,2102,96.02558246,2103,96.07126542,62,2.832343536,24,1.096391046,2044,94.32395016,123,5.676049838,2
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000003,352,Manchester,Primary,R,7620,6920,5171,74.72543353,6,6380,92.19653179,319,4.60982659,76,1.098265896,6775,97.90462428,6785,98.04913295,135,1.950867052,0,0,6587,95.18786127,333,4.812138728,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000004,353,Oldham,Primary,R,3952,3036,3033,99.90118577,6,2792,91.96310935,140,4.611330698,27,0.889328063,2959,97.46376812,2961,97.52964427,75,2.470355731,0,0,3044,98.70298314,40,1.297016861,48
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000005,354,Rochdale,Primary,R,3277,2802,2728,97.35902926,4,2577,91.97002141,148,5.28194147,28,0.999286224,2753,98.25124911,2766,98.71520343,36,1.284796574,0,0,2722,97.1448965,80,2.855103498,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000006,355,Salford,Primary,R,3403,3036,2858,94.1370224,6,2750,90.57971014,121,3.985507246,46,1.515151515,2917,96.08036891,2928,96.44268775,108,3.557312253,0,0,2987,97.71017337,70,2.289826627,21
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000007,356,Stockport,Primary,R,3897,3304,3276,99.15254237,6,2980,90.1937046,206,6.234866828,34,1.02905569,3220,97.45762712,3239,98.03268765,64,1.937046005,1,0.030266344,3255,97.98314269,67,2.016857315,19
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000008,357,Tameside,Primary,R,3185,2714,2696,99.33677229,6,2480,91.37803979,132,4.86366986,31,1.142225497,2643,97.38393515,2653,97.75239499,60,2.210759027,1,0.036845984,2633,97.0512348,80,2.948765205,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000009,358,Trafford,Primary,R,3109,2915,2886,99.0051458,5,2559,87.78730703,201,6.895368782,69,2.367066895,2829,97.04974271,2859,98.07890223,41,1.40651801,15,0.51457976,2827,97.48275862,73,2.517241379,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E08000010,359,Wigan,Primary,R,3974,3483,3164,90.84122883,3,3245,93.16681022,147,4.220499569,26,0.746482917,3418,98.13379271,3418,98.13379271,65,1.866207293,0,0,3398,97.55957508,85,2.440424921,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E08000016,370,Barnsley,Primary,R,3007,2641,2352,89.05717531,3,2482,93.9795532,99,3.748580083,20,0.757288906,2601,98.48542219,2601,98.48542219,31,1.173797804,9,0.340780008,2589,98.3662614,43,1.633738602,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E08000017,371,Doncaster,Primary,R,4306,3067,3015,98.30453212,3,2954,96.31561787,45,1.467231823,8,0.260841213,3007,98.0436909,3007,98.0436909,59,1.923703945,1,0.032605152,3030,98.8258317,36,1.174168297,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E08000018,372,Rotherham,Primary,R,3760,3053,2451,80.28169014,3,2864,93.80936783,116,3.799541435,20,0.655093351,3000,98.26400262,3000,98.26400262,53,1.73599738,0,0,3007,98.49328529,46,1.506714707,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E08000019,373,Sheffield,Primary,R,6915,6123,3157,51.55969296,3,5641,92.12804181,290,4.736240405,72,1.17589417,6003,98.04017638,6003,98.04017638,120,1.959823616,0,0,6043,98.69345092,80,1.306549077,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E08000032,380,Bradford,Primary,R,8369,7450,7081,95.04697987,5,6637,89.08724832,424,5.691275168,150,2.013422819,7211,96.79194631,7275,97.65100671,174,2.33557047,1,0.013422819,7259,97.44932206,190,2.550677943,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E08000033,381,Calderdale,Primary,R,3008,2357,2339,99.23631735,5,2185,92.70258804,113,4.794229953,20,0.848536275,2318,98.34535426,2323,98.55748833,34,1.442511667,0,0,2341,99.32117098,16,0.67882902,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E08000034,382,Kirklees,Primary,R,5919,5060,5047,99.743083,3,4619,91.28458498,275,5.434782609,83,1.640316206,4977,98.35968379,4977,98.35968379,83,1.640316206,0,0,4974,98.00985222,101,1.990147783,15
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E08000035,383,Leeds,Primary,R,10675,9579,8941,93.33959704,5,8359,87.26380624,618,6.451612903,176,1.837352542,9153,95.55277169,9295,97.03518113,284,2.964818875,0,0,9507,99.24835578,72,0.751644222,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E08000036,384,Wakefield,Primary,R,4530,4004,3930,98.15184815,5,3665,91.53346653,184,4.595404595,34,0.849150849,3883,96.97802198,3889,97.12787213,115,2.872127872,0,0,3945,98.37905237,65,1.620947631,6
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E08000020,390,Gateshead,Primary,R,2516,1961,1780,90.7700153,3,1894,96.58337583,46,2.345741968,8,0.407955125,1948,99.33707292,1948,99.33707292,13,0.662927078,0,0,1952,98.73545776,25,1.264542236,16
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E08000021,391,Newcastle upon Tyne,Primary,R,3400,3030,2628,86.73267327,4,2647,87.35973597,194,6.402640264,71,2.343234323,2912,96.10561056,2932,96.76567657,98,3.234323432,0,0,2895,95.54455446,135,4.455445545,0
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E08000022,392,North Tyneside,Primary,R,2590,2234,2135,95.56848702,3,2061,92.25604297,97,4.341987466,29,1.298119964,2187,97.8961504,2187,97.8961504,45,2.014324082,2,0.089525515,2245,97.56627553,56,2.433724468,69
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E08000023,393,South Tyneside,Primary,R,1822,1729,1655,95.7200694,3,1511,87.39155581,88,5.089647195,30,1.735106998,1629,94.21631001,1629,94.21631001,96,5.552342394,4,0.2313476,1723,98.17663818,32,1.823361823,30
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E08000024,394,Sunderland,Primary,R,3456,2918,2808,96.23029472,3,2728,93.48869088,120,4.112405757,26,0.891021247,2874,98.49211789,2874,98.49211789,0,0,44,1.507882111,2826,98.32985386,48,1.670146138,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000022,800,Bath and North East Somerset,Primary,R,2332,1817,1754,96.53274629,3,1691,93.06549257,76,4.182718767,15,0.825536599,1782,98.07374794,1782,98.07374794,35,1.926252064,0,0,1744,95.98238855,73,4.017611447,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000023,801,"Bristol, City of",Primary,R,5873,5268,5087,96.56416097,3,4631,87.90812453,389,7.38420653,121,2.296886864,5141,97.58921792,5141,97.58921792,127,2.41078208,0,0,5121,97.2095672,147,2.790432802,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000024,802,North Somerset,Primary,R,2627,2277,2133,93.67588933,3,2112,92.75362319,105,4.611330698,24,1.054018445,2241,98.41897233,2241,98.41897233,36,1.581027668,0,0,2251,98.85814668,26,1.141853316,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000025,803,South Gloucestershire,Primary,R,3699,3213,3104,96.6075319,3,2894,90.07158419,206,6.41145347,49,1.525054466,3149,98.00809213,3149,98.00809213,64,1.991907874,0,0,3136,97.60348584,77,2.396514161,0
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000001,805,Hartlepool,Primary,R,1280,1076,975,90.6133829,3,1022,94.98141264,43,3.996282528,2,0.185873606,1067,99.16356877,1067,99.16356877,9,0.836431227,0,0,1061,98.60594796,15,1.394052045,0
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000002,806,Middlesbrough,Primary,R,2051,1818,1500,82.50825083,3,1734,95.37953795,54,2.97029703,8,0.440044004,1796,98.78987899,1796,98.78987899,22,1.210121012,0,0,1778,96.84095861,58,3.159041394,18
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000003,807,Redcar and Cleveland,Primary,R,1796,1375,1141,82.98181818,3,1365,99.27272727,4,0.290909091,0,0,1369,99.56363636,1369,99.56363636,6,0.436363636,0,0,1392,98.23570924,25,1.764290755,42
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000004,808,Stockton-on-Tees,Primary,R,2785,2215,2045,92.32505643,3,2145,96.83972912,40,1.805869074,8,0.361173815,2193,99.00677201,2193,99.00677201,20,0.902934537,2,0.090293454,2197,99.27699955,16,0.723000452,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000010,810,"Kingston Upon Hull, City of",Primary,R,3640,3295,2694,81.76024279,3,3072,93.23216995,131,3.975720789,15,0.455235205,3218,97.66312595,3218,97.66312595,76,2.306525038,1,0.030349014,3135,95.17304189,159,4.826958106,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000011,811,East Riding of Yorkshire,Primary,R,4028,2997,2581,86.11945279,3,2910,97.0970971,59,1.968635302,3,0.1001001,2972,99.1658325,2972,99.1658325,24,0.800800801,1,0.0333667,2947,98.36448598,49,1.635514019,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000012,812,North East Lincolnshire,Primary,R,2163,1601,1250,78.07620237,3,1558,97.31417864,31,1.936289819,1,0.062460962,1590,99.31292942,1590,99.31292942,11,0.687070581,0,0,1584,98.93816365,17,1.061836352,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000013,813,North Lincolnshire,Primary,R,2162,1800,1544,85.77777778,6,1710,95,50,2.777777778,4,0.222222222,1764,98,1764,98,36,2,0,0,1785,99.16666667,15,0.833333333,0
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E10000023,815,North Yorkshire,Primary,R,7607,5734,5594,97.55842344,5,5454,95.11684688,149,2.598535054,29,0.505755145,5632,98.22113708,5638,98.32577607,69,1.203348448,27,0.47087548,5628,98.40881273,91,1.591187271,12
202021,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000014,816,York,Primary,R,2139,1853,1824,98.43497032,5,1747,94.27954668,63,3.399892067,18,0.971397733,1828,98.65083648,1835,99.02860227,18,0.971397733,0,0,1829,98.70480302,24,1.295196978,0
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000032,821,Luton,Primary,R,3582,3110,2511,80.73954984,3,2862,92.02572347,171,5.498392283,25,0.803858521,3058,98.32797428,3058,98.32797428,52,1.672025723,0,0,2984,95.94855305,126,4.051446945,0
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000055,822,Bedford,Primary,R,2652,2183,1877,85.98259276,4,1995,91.38799817,137,6.275767293,24,1.099404489,2156,98.76316995,2162,99.03802107,14,0.641319285,7,0.320659643,2119,97.38051471,57,2.619485294,0
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000056,823,Central Bedfordshire,Primary,R,4190,3475,3280,94.38848921,3,3301,94.99280576,118,3.395683453,10,0.287769784,3429,98.67625899,3429,98.67625899,40,1.151079137,6,0.172661871,3315,95.56068031,154,4.439319689,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000002,825,Buckinghamshire,Primary,R,6846,5981,5788,96.77311486,6,5308,88.74770105,381,6.370172212,113,1.889316168,5802,97.00718943,5862,98.01036616,119,1.98963384,0,0,5832,97.5087778,149,2.491222204,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000042,826,Milton Keynes,Primary,R,4220,3580,3375,94.27374302,4,3273,91.42458101,179,5,62,1.731843575,3514,98.15642458,3534,98.7150838,46,1.284916201,0,0,3452,96.42458101,128,3.575418994,0
202021,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000007,830,Derbyshire,Primary,R,9777,7713,7684,99.62401141,3,7357,95.38441592,235,3.046804097,49,0.635291067,7641,99.06651109,7641,99.06651109,70,0.907558667,2,0.025930248,7457,96.70600441,254,3.293995591,0
202021,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E06000015,831,Derby,Primary,R,3664,2989,2563,85.74774172,3,2702,90.39812646,172,5.754432921,39,1.304784209,2913,97.45734359,2913,97.45734359,76,2.542656407,0,0,2912,97.00199867,90,2.998001332,13
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000009,838,Dorset,Primary,R,4097,3135,3066,97.79904306,3,2920,93.14194577,140,4.465709729,27,0.861244019,3087,98.46889952,3087,98.46889952,48,1.531100478,0,0,3044,97.09728868,91,2.902711324,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000029,839,Bournemouth Christchurch and Poole,Primary,R,4256,3924,3661,93.29765545,3,3429,87.3853211,272,6.931702345,105,2.675840979,3806,96.99286442,3806,96.99286442,118,3.007135576,0,0,3850,98.11416922,74,1.885830785,0
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000047,840,Durham,Primary,R,6603,5015,4660,92.92123629,3,4777,95.25423729,172,3.429710867,17,0.338983051,4966,99.02293121,4966,99.02293121,43,0.857427717,6,0.119641077,4923,98.02867384,99,1.971326165,13
202021,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000005,841,Darlington,Primary,R,1382,1130,956,84.60176991,5,1104,97.69911504,14,1.238938053,1,0.088495575,1119,99.02654867,1120,99.11504425,10,0.884955752,0,0,1108,98.05309735,22,1.946902655,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000011,845,East Sussex,Primary,R,5819,5156,5056,98.06051202,3,4717,91.48564779,261,5.062063615,61,1.183087665,5039,97.73079907,5039,97.73079907,117,2.269200931,0,0,5062,98.1768813,94,1.823118697,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000043,846,Brighton and Hove,Primary,R,2910,2377,2336,98.27513673,3,2108,88.68321414,186,7.824989483,42,1.766933109,2336,98.27513673,2336,98.27513673,41,1.724863273,0,0,2363,99.4110223,14,0.588977703,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000014,850,Hampshire,Primary,R,16314,14851,14342,96.57262137,3,13531,91.11170965,835,5.622517002,160,1.077368527,14526,97.81159518,14526,97.81159518,325,2.188404821,0,0,14606,98.35027944,245,1.649720558,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000044,851,Portsmouth,Primary,R,2520,2304,2128,92.36111111,6,2017,87.54340278,173,7.508680556,48,2.083333333,2238,97.13541667,2250,97.65625,54,2.34375,0,0,2246,97.48263889,58,2.517361111,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000045,852,Southampton,Primary,R,3045,2663,2638,99.06120916,3,2428,91.17536613,137,5.144573789,37,1.389410439,2602,97.70935036,2602,97.70935036,60,2.25309801,1,0.037551633,2544,95.56724267,118,4.432757325,0
202021,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000018,855,Leicestershire,Primary,R,8701,7612,7385,97.01786653,3,7040,92.48554913,355,4.663688912,66,0.867052023,7461,98.01629007,7463,98.04256437,0,0,149,1.957435628,7258,97.25311537,205,2.746884631,0
202021,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E06000016,856,Leicester,Primary,R,4925,4467,4216,94.38101634,4,4071,91.13498993,217,4.857846429,48,1.074546676,4336,97.06738303,4342,97.20170137,125,2.798298634,0,0,4242,94.96306246,225,5.036937542,0
202021,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E06000017,857,Rutland,Primary,R,473,346,312,90.1734104,3,338,97.68786127,3,0.867052023,1,0.289017341,342,98.84393064,342,98.84393064,3,0.867052023,1,0.289017341,318,92.17391304,27,7.826086957,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E10000028,860,Staffordshire,Primary,R,10656,8810,7939,90.11350738,3,8324,94.48354143,309,3.50737798,74,0.839954597,8707,98.83087401,8708,98.84222474,102,1.157775255,0,0,8577,97.35527809,233,2.644721907,0
202021,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000021,861,Stoke-on-Trent,Primary,R,3405,3224,2575,79.86972705,3,2974,92.24565757,127,3.939205955,33,1.023573201,3134,97.20843672,3138,97.3325062,86,2.667493797,0,0,3046,92.78099299,237,7.219007006,59
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000054,865,Wiltshire,Primary,R,6553,5294,5081,95.97657726,3,4951,93.52096713,225,4.250094447,47,0.887797507,5223,98.65885909,5223,98.65885909,71,1.341140914,0,0,5162,97.50661126,132,2.493388742,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000030,866,Swindon,Primary,R,3230,2710,2694,99.4095941,3,2584,95.35055351,85,3.136531365,14,0.516605166,2683,99.00369004,2683,99.00369004,27,0.996309963,0,0,2657,98.04428044,53,1.955719557,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000036,867,Bracknell Forest,Primary,R,1555,1419,1376,96.96969697,3,1223,86.18745595,122,8.597603946,46,3.241719521,1391,98.02677942,1391,98.02677942,28,1.973220578,0,0,1353,95.34883721,66,4.651162791,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000040,868,Windsor and Maidenhead,Primary,R,1759,1576,1530,97.08121827,6,1302,82.6142132,117,7.423857868,40,2.538071066,1459,92.57614213,1502,95.30456853,67,4.251269036,7,0.444162437,1531,97.57807521,38,2.421924793,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000037,869,West Berkshire,Primary,R,2038,1748,1637,93.64988558,3,1557,89.07322654,116,6.636155606,36,2.059496568,1709,97.76887872,1709,97.76887872,39,2.231121281,0,0,1680,96.10983982,68,3.890160183,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000038,870,Reading,Primary,R,2110,2077,1941,93.45209437,4,1744,83.96726047,185,8.907077516,58,2.792489167,1987,95.66682715,2011,96.82233991,66,3.177660087,0,0,1862,89.56228956,217,10.43771044,2
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000039,871,Slough,Primary,R,2445,2251,2004,89.02709907,3,2003,88.98267437,158,7.019102621,42,1.865837406,2203,97.86761439,2203,97.86761439,48,2.132385606,0,0,2097,93.15859618,154,6.841403821,0
202021,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000041,872,Wokingham,Primary,R,2359,2077,2000,96.2927299,4,1787,86.03755416,157,7.558979297,55,2.648050072,1999,96.24458353,2021,97.30380356,56,2.696196437,0,0,2014,96.96677901,63,3.033220992,0
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000003,873,Cambridgeshire,Primary,R,8338,6815,6652,97.60821717,3,6381,93.63169479,290,4.255319149,47,0.689655172,6718,98.57666911,6718,98.57666911,96,1.408657373,1,0.014673514,6747,99.01673026,67,0.983269739,0
202021,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000031,874,Peterborough,Primary,R,3363,2771,2674,96.49945868,3,2588,93.39588596,128,4.619271021,19,0.685673042,2735,98.70083003,2735,98.70083003,36,1.299169975,0,0,2745,99.06171057,26,0.938289426,0
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000006,876,Halton,Primary,R,1689,1413,1345,95.18754423,3,1281,90.6581741,86,6.086341118,18,1.27388535,1385,98.01840057,1385,98.01840057,28,1.981599434,0,0,1357,94.96151155,72,5.038488453,16
202021,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000007,877,Warrington,Primary,R,2705,2302,2256,98.00173762,3,2184,94.87402259,91,3.953084275,10,0.434404865,2285,99.26151173,2285,99.26151173,17,0.738488271,0,0,2286,99.30495222,16,0.695047785,0
202021,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000008,878,Devon,Primary,R,9358,7440,7149,96.08870968,3,7042,94.65053763,222,2.983870968,45,0.60483871,7309,98.23924731,7309,98.23924731,123,1.653225806,8,0.107526882,7380,99.30032293,52,0.699677072,0
