time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,school_phase,NC_year_admission,admission_numbers,applications_received,online_applications,online_apps_percent,no_of_preferences,first_preference_offers,first_preference_offers_percent,second_preference_offers,second_preference_offers_percent,third_preference_offers,third_preference_offers_percent,one_of_the_three_preference_offers,one_of_the_three_preference_offers_percent,preferred_school_offer,preferred_school_offer_percent,non_preferred_offer,non_preferred_offer_percent,no_offer,no_offer_percent,schools_in_la_offer,schools_in_la_offer_percent,schools_in_another_la_offer,schools_in_another_la_offer_percent,offers_to_nonapplicants
201920,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E08000023,393,South Tyneside,Secondary,7,1708,1529,1454,95.09483322,3,1361,89.01242642,100,6.540222368,13,0.850228908,1474,96.4028777,1474,96.4028777,55,3.597122302,0,0,1533,99.48085659,8,0.519143413,12
201920,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E08000024,394,Sunderland,Secondary,7,3379,3035,2935,96.70510708,3,2668,87.907743,199,6.556836903,50,1.647446458,2917,96.11202636,2917,96.11202636,0,0,118,3.887973641,2815,96.50325677,102,3.496743229,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000022,800,Bath and North East Somerset,Secondary,7,2435,1772,1679,94.751693,5,1553,87.64108352,122,6.884875847,33,1.862302483,1708,96.38826185,1720,97.06546275,50,2.821670429,2,0.112866817,1742,98.4180791,28,1.581920904,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000023,801,"Bristol, City of",Secondary,7,4069,4618,4466,96.70853183,3,3291,71.26461672,602,13.0359463,288,6.236466003,4181,90.53702902,4181,90.53702902,430,9.311390212,7,0.151580771,4118,89.3081761,493,10.6918239,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000024,802,North Somerset,Secondary,7,2663,2353,2156,91.62770931,3,2279,96.85507862,53,2.252443689,4,0.16999575,2336,99.27751806,2336,99.27751806,15,0.637484063,2,0.084997875,2302,97.91578052,49,2.084219481,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000025,803,South Gloucestershire,Secondary,7,3035,3097,3025,97.67516952,3,2536,81.88569583,309,9.977397481,84,2.712302228,2929,94.57539554,2929,94.57539554,168,5.424604456,0,0,2643,85.34065224,454,14.65934776,0
201920,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000001,805,Hartlepool,Secondary,7,1230,1129,853,75.55358725,3,1050,93.00265722,60,5.314437555,3,0.265721878,1113,98.58281665,1113,98.58281665,16,1.417183348,0,0,1142,99.13194444,10,0.868055556,23
201920,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000002,806,Middlesbrough,Secondary,7,1599,1854,1507,81.2837109,3,1432,77.23840345,178,9.600862999,89,4.800431499,1699,91.63969795,1699,91.63969795,63,3.398058252,92,4.962243797,1541,87.45743473,221,12.54256527,0
201920,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000003,807,Redcar and Cleveland,Secondary,7,1858,1474,1294,87.78833107,3,1277,86.63500678,107,7.259158752,29,1.96743555,1413,95.86160109,1413,95.86160109,56,3.799185889,5,0.339213026,1440,94.67455621,81,5.325443787,52
201920,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000004,808,Stockton-on-Tees,Secondary,7,2533,2323,2069,89.06586311,4,1981,85.2776582,206,8.867843306,48,2.066293586,2235,96.21179509,2250,96.85751184,73,3.142488162,0,0,2271,96.84434968,74,3.15565032,22
201920,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000010,810,"Kingston Upon Hull, City of",Secondary,7,3140,3149,2680,85.10638298,3,2760,87.64687202,196,6.224198158,71,2.254684027,3027,96.12575421,3028,96.15751032,120,3.810733566,1,0.031756113,2892,91.8678526,256,8.132147395,0
201920,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000011,811,East Riding of Yorkshire,Secondary,7,4217,3337,2671,80.04195385,3,3140,94.09649386,107,3.20647288,13,0.389571471,3260,97.69253821,3260,97.69253821,74,2.217560683,3,0.089901109,3108,93.22135573,226,6.778644271,0
201920,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000012,812,North East Lincolnshire,Secondary,7,2038,1780,1467,82.41573034,3,1608,90.33707865,125,7.02247191,20,1.123595506,1753,98.48314607,1753,98.48314607,27,1.516853933,0,0,1677,94.21348315,103,5.786516854,0
201920,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000013,813,North Lincolnshire,Secondary,7,2238,1934,1693,87.53877973,6,1808,93.48500517,90,4.653567735,8,0.413650465,1906,98.55222337,1906,98.55222337,28,1.447776629,0,0,1874,96.25064201,73,3.749357987,13
201920,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E10000023,815,North Yorkshire,Secondary,7,7473,6027,5889,97.71030363,5,5352,88.80039821,315,5.226480836,76,1.260992202,5743,95.28787125,5757,95.52015928,256,4.24755268,14,0.232288037,5921,95.42304593,284,4.576954069,192
201920,Academic year,Local authority,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,E06000014,816,York,Secondary,7,1973,1949,1903,97.63981529,5,1785,91.58542842,97,4.976911237,21,1.077475629,1903,97.63981529,1915,98.25551565,34,1.744484351,0,0,1903,97.53972322,48,2.460276781,2
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000032,821,Luton,Secondary,7,3312,3212,2633,81.97384807,3,2538,79.01618929,305,9.495641345,165,5.136986301,3008,93.64881694,3008,93.64881694,202,6.288916563,2,0.062266501,3074,95.76323988,136,4.236760125,0
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000055,822,Bedford,Secondary,7,2054,1830,1489,81.36612022,3,1572,85.90163934,167,9.12568306,36,1.967213115,1775,96.99453552,1779,97.21311475,43,2.349726776,8,0.43715847,1812,99.45115258,10,0.54884742,0
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000056,823,Central Bedfordshire,Secondary,9,2329,1943,1865,95.98558929,3,1878,96.65465775,45,2.316006176,0,0,1923,98.97066392,1923,98.97066392,17,0.874935666,3,0.154400412,1810,93.29896907,130,6.701030928,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000002,825,Buckinghamshire,Secondary,7,6619,6329,6120,96.69774056,6,4728,74.70374467,712,11.2498025,349,5.514299257,5789,91.46784642,5993,94.69110444,335,5.293095276,1,0.015800284,5867,92.71491783,461,7.285082174,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000042,826,Milton Keynes,Secondary,7,3650,3667,3565,97.21843469,4,2796,76.24761385,377,10.28088356,166,4.526861194,3339,91.0553586,3476,94.7913826,189,5.154076902,2,0.054540496,3490,95.22510232,175,4.774897681,0
201920,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000007,830,Derbyshire,Secondary,7,8847,8345,8313,99.61653685,3,6944,83.21150389,533,6.387058119,126,1.509886159,7603,91.10844817,7603,91.10844817,211,2.528460156,531,6.363091672,7825,100,0,0,11
201920,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E06000015,831,Derby,Secondary,7,3585,3061,2523,82.42404443,4,2495,81.50931068,291,9.506697158,99,3.234237177,2885,94.25024502,2908,95.00163345,152,4.965697484,1,0.032669062,3045,95.66446748,138,4.335532516,123
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000009,835,Dorset,Secondary,7,3476,2953,2863,96.95225195,3,2797,94.71723671,94,3.183203522,4,0.135455469,2895,98.0358957,2895,98.0358957,22,0.74500508,36,1.219099221,2647,90.74391498,270,9.256085019,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000029,836,Poole,Secondary,7,1407,1429,1276,89.29321204,3,1125,78.72638209,129,9.027291812,23,1.609517145,1277,89.36319104,1277,89.36319104,145,10.14695591,7,0.489853044,1275,89.66244726,147,10.33755274,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000028,837,Bournemouth,Secondary,7,2130,1835,1682,91.66212534,3,1301,70.89918256,240,13.07901907,111,6.049046322,1652,90.02724796,1652,90.02724796,183,9.972752044,0,0,1736,94.60490463,99,5.395095368,0
201920,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000047,840,Durham,Secondary,7,6211,5334,4973,93.23209599,3,5015,94.01949756,196,3.674540682,41,0.768653918,5252,98.46269216,5252,98.46269216,76,1.424821897,6,0.112485939,5158,96.48335204,188,3.516647961,18
201920,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000005,841,Darlington,Secondary,7,1267,1125,1031,91.64444444,3,940,83.55555556,86,7.644444444,32,2.844444444,1058,94.04444444,1058,94.04444444,67,5.955555556,0,0,1104,98.13333333,21,1.866666667,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000011,845,East Sussex,Secondary,7,5773,5197,5065,97.46007312,3,4602,88.55108717,308,5.926496055,50,0.962093515,4960,95.43967674,4960,95.43967674,234,4.502597652,3,0.057725611,4934,94.95765974,262,5.042340262,2
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000043,846,Brighton and Hove,Secondary,7,2735,2393,2323,97.0748015,3,1969,82.28165483,234,9.778520685,89,3.719180944,2292,95.77935646,2292,95.77935646,101,4.220643544,0,0,2351,98.2448809,42,1.755119097,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000014,850,Hampshire,Secondary,7,15061,14205,13573,95.55086237,3,13124,92.39000352,668,4.702569518,144,1.013727561,13936,98.1063006,13936,98.1063006,269,1.893699402,0,0,13363,94.07250968,842,5.92749032,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000044,851,Portsmouth,Secondary,7,2151,2172,1909,87.89134438,6,1904,87.6611418,178,8.195211786,26,1.197053407,2108,97.053407,2110,97.14548803,62,2.854511971,0,0,1988,91.52854512,184,8.47145488,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000045,852,Southampton,Secondary,7,2537,2611,2574,98.58291842,3,2052,78.59057832,216,8.272692455,93,3.561853696,2361,90.42512447,2361,90.42512447,244,9.345078514,6,0.229797013,2363,90.71017274,242,9.289827255,0
201920,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000018,855,Leicestershire,Secondary,7,8397,7352,7181,97.67410229,3,6593,89.67627856,378,5.141458107,106,1.441784548,7077,96.25952122,7079,96.2867247,0,0,273,3.713275299,6784,95.83274474,295,4.167255262,0
201920,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E06000016,856,Leicester,Secondary,7,4246,4830,4725,97.82608696,3,3774,78.13664596,522,10.80745342,131,2.712215321,4427,91.6563147,4427,91.6563147,403,8.3436853,0,0,4097,84.82401656,733,15.17598344,0
201920,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E06000017,857,Rutland,Secondary,7,570,365,334,91.50684932,3,331,90.68493151,16,4.383561644,1,0.273972603,348,95.34246575,348,95.34246575,0,0,17,4.657534247,329,94.54022989,19,5.459770115,0
201920,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E10000028,860,Staffordshire,Secondary,7,9073,7869,7197,91.46016012,3,7058,89.69373491,485,6.163426102,88,1.118312365,7631,96.97547338,7634,97.01359766,233,2.960986148,2,0.02541619,7492,92.9528536,568,7.047146402,193
201920,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000021,861,Stoke-on-Trent,Secondary,7,2992,3351,2697,80.48343778,3,2756,82.24410624,274,8.176663682,70,2.088928678,3100,92.5096986,3101,92.53954044,250,7.460459564,0,0,2840,84.75082065,511,15.24917935,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000054,865,Wiltshire,Secondary,7,6114,4981,4786,96.08512347,3,4638,93.11383256,194,3.894800241,47,0.943585625,4879,97.95221843,4879,97.95221843,102,2.04778157,0,0,4652,93.39490062,329,6.605099378,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000030,866,Swindon,Secondary,7,2808,2738,2645,96.60336012,3,2498,91.23447772,187,6.829802776,26,0.949598247,2711,99.01387874,2711,99.01387874,27,0.986121256,0,0,2462,87.64684941,347,12.35315059,71
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000036,867,Bracknell Forest,Secondary,7,1499,1436,1381,96.16991643,3,1182,82.31197772,115,8.008356546,74,5.153203343,1371,95.4735376,1371,95.4735376,65,4.526462396,0,0,1290,89.83286908,146,10.16713092,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000040,868,Windsor and Maidenhead,Secondary,7,1427,1278,1242,97.18309859,6,978,76.5258216,156,12.20657277,43,3.364632238,1177,92.0970266,1207,94.44444444,32,2.503912363,39,3.051643192,1007,81.27522195,232,18.72477805,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000037,869,West Berkshire,Secondary,7,2155,1885,1770,93.89920424,3,1692,89.76127321,100,5.305039788,28,1.485411141,1820,96.55172414,1820,96.55172414,64,3.395225464,1,0.053050398,1815,96.33757962,69,3.662420382,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000038,870,Reading,Secondary,7,1677,1954,1676,85.7727738,4,1259,64.43193449,275,14.07369498,113,5.783009212,1647,84.28863869,1709,87.4616172,245,12.5383828,0,0,1447,73.97750511,509,26.02249489,2
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000039,871,Slough,Secondary,7,2632,2366,2226,94.08284024,6,1485,62.76415892,323,13.65173288,150,6.339814032,1958,82.75570583,2132,90.10989011,234,9.89010989,0,0,2047,86.51732883,319,13.48267117,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000041,872,Wokingham,Secondary,7,2173,2147,2077,96.7396367,4,1715,79.87890079,222,10.34000932,77,3.586399627,2014,93.80530973,2045,95.24918491,99,4.611085235,3,0.139729856,1863,86.89365672,281,13.10634328,0
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000003,873,Cambridgeshire,Secondary,7,6883,6550,6443,98.36641221,3,5859,89.45038168,348,5.312977099,100,1.526717557,6307,96.29007634,6307,96.29007634,243,3.709923664,0,0,6247,95.3740458,303,4.625954198,0
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000031,874,Peterborough,Secondary,7,2964,2659,2608,98.08198571,3,2237,84.12937194,278,10.45505829,64,2.406919895,2579,96.99135013,2579,96.99135013,73,2.745393005,7,0.263256863,2518,94.94720965,134,5.052790347,0
201920,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000006,876,Halton,Secondary,7,1750,1596,1489,93.29573935,3,1344,84.21052632,118,7.393483709,20,1.253132832,1482,92.85714286,1482,92.85714286,114,7.142857143,0,0,1548,95.79207921,68,4.207920792,20
201920,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000007,877,Warrington,Secondary,7,2645,2535,2460,97.04142012,3,2216,87.41617357,190,7.495069034,38,1.499013807,2444,96.41025641,2444,96.41025641,90,3.550295858,1,0.039447732,2447,96.56669298,87,3.433307024,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000008,878,Devon,Secondary,7,8301,7512,7104,94.5686901,3,7023,93.49041534,273,3.634185304,31,0.412673056,7327,97.5372737,7327,97.5372737,161,2.143237487,24,0.319488818,6979,93.20245726,509,6.797542735,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000026,879,Plymouth,Secondary,7,3073,2801,2584,92.25276687,3,2487,88.78971796,198,7.068903963,55,1.963584434,2740,97.82220635,2740,97.82220635,61,2.177793645,0,0,2650,94.60906819,151,5.39093181,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000027,880,Torbay,Secondary,7,1712,1426,1258,88.21879383,3,1199,84.08134642,145,10.16830295,24,1.683029453,1368,95.93267882,1368,95.93267882,57,3.997194951,1,0.070126227,1382,96.98245614,43,3.01754386,0
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000012,881,Essex,Secondary,7,17101,16097,15874,98.61464869,6,13280,82.49984469,1349,8.380443561,428,2.658880537,15057,93.53916879,15430,95.85637075,662,4.112567559,5,0.031061689,15139,94.06611159,955,5.933888406,2
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000033,882,Southend-on-Sea,Secondary,7,2490,2117,1929,91.11950874,5,1663,78.55455834,203,9.589041096,88,4.156825697,1954,92.30042513,2006,94.75673122,111,5.243268777,0,0,1836,86.03561387,298,13.96438613,17
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E06000034,883,Thurrock,Secondary,7,2322,2399,2301,95.91496457,6,1708,71.1963318,264,11.00458524,139,5.794080867,2111,87.99499792,2211,92.16340142,188,7.836598583,0,0,2214,92.28845352,185,7.711546478,0
201920,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000019,884,Herefordshire,Secondary,7,1875,1762,1423,80.76049943,3,1616,91.71396141,92,5.221339387,7,0.397275823,1715,97.33257662,1715,97.33257662,47,2.667423383,0,0,1671,94.8354143,91,5.164585698,0
201920,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E10000034,885,Worcestershire,Secondary,7,4014,3683,3478,94.43388542,3,3240,87.97176215,184,4.995927233,43,1.167526473,3467,94.13521586,3468,94.16236764,208,5.647569916,7,0.190062449,3304,89.88030468,372,10.11969532,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000016,886,Kent,Secondary,7,19015,17962,16761,93.31366218,4,14203,79.07248636,2010,11.19029061,690,3.841443046,16903,94.10422002,17125,95.34016257,836,4.654270126,1,0.005567309,17547,97.69500585,414,2.304994154,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000035,887,Medway,Secondary,7,3529,3291,3228,98.08568824,6,2512,76.32938317,417,12.67092069,95,2.886660589,3024,91.88696445,3081,93.6189608,210,6.381039198,0,0,3155,95.86751747,136,4.132482528,0
201920,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E10000017,888,Lancashire,Secondary,7,15044,13878,13474,97.08891771,3,11617,83.70802709,1201,8.653984724,405,2.918287938,13223,95.28029976,13223,95.28029976,634,4.568381611,21,0.151318634,13282,95.85047269,575,4.149527315,0
201920,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000008,889,Blackburn with Darwen,Secondary,7,2204,2015,1951,96.82382134,3,1604,79.60297767,256,12.70471464,63,3.126550868,1923,95.43424318,1923,95.43424318,92,4.565756824,0,0,1872,92.90322581,143,7.096774194,0
201920,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000009,890,Blackpool,Secondary,7,1545,1538,1336,86.86605982,3,1240,80.62418726,182,11.83355007,31,2.015604681,1453,94.473342,1453,94.473342,85,5.526657997,0,0,1304,84.78543563,234,15.21456437,0
201920,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000024,891,Nottinghamshire,Secondary,7,9535,8946,8946,100,4,8246,92.17527387,399,4.460093897,75,0.838363514,8720,97.47373128,8737,97.66376034,209,2.33623966,0,0,8444,94.38855354,502,5.611446457,0
201920,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E06000018,892,Nottingham,Secondary,7,3248,3511,3042,86.64198234,4,2661,75.79037311,352,10.02563372,166,4.727997721,3179,90.54400456,3230,91.99658217,159,4.528624324,122,3.474793506,2890,85.25073746,500,14.74926254,1
201920,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000051,893,Shropshire,Secondary,7,3302,2913,2868,98.45520082,3,2630,90.28492963,154,5.286646069,31,1.064194988,2815,96.63577068,2815,96.63577068,98,3.364229317,0,0,2779,95.39993134,134,4.600068658,0
201920,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E06000020,894,Telford and Wrekin,Secondary,7,2118,2118,2118,100,4,1743,82.29461756,179,8.451369216,70,3.305004721,1992,94.0509915,2008,94.80642115,110,5.193578848,0,0,1989,93.90934844,129,6.090651558,0
201920,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000049,895,Cheshire East,Secondary,7,4464,4132,3986,96.46660213,3,3731,90.29525653,216,5.22749274,38,0.9196515,3985,96.44240077,3985,96.44240077,147,3.557599226,0,0,3959,95.81316554,173,4.186834463,0
201920,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E06000050,896,Cheshire West and Chester,Secondary,7,4132,3672,3591,97.79411765,3,3316,90.30501089,228,6.209150327,41,1.116557734,3585,97.63071895,3585,97.63071895,87,2.369281046,0,0,3433,93.4912854,239,6.508714597,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E06000052,908,Cornwall,Secondary,7,6432,5632,5452,96.80397727,3,5405,95.96946023,154,2.734375,13,0.230823864,5572,98.93465909,5572,98.93465909,55,0.9765625,5,0.088778409,5541,98.47165452,86,1.528345477,0
201920,Academic year,Local authority,E92000001,England,E12000002,NORTH WEST,E10000006,909,Cumbria,Secondary,7,6241,4986,4516,90.5736061,3,4703,94.3241075,202,4.051343763,18,0.36101083,4923,98.73646209,4924,98.75651825,62,1.243481749,0,0,4970,99.67910148,16,0.320898516,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000013,916,Gloucestershire,Secondary,7,7642,6848,6373,93.06366822,5,5765,84.18516355,557,8.133761682,138,2.015186916,6460,94.33411215,6530,95.35630841,303,4.424649533,15,0.219042056,6685,97.17982265,194,2.820177351,46
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000015,919,Hertfordshire,Secondary,7,15350,14250,14156,99.34035088,4,10629,74.58947368,1564,10.9754386,640,4.49122807,12833,90.05614035,13233,92.86315789,829,5.81754386,188,1.319298246,13618,96.8425544,444,3.157445598,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E06000046,921,Isle of Wight,Secondary,7,1517,1157,1000,86.43042351,3,1061,91.70267934,68,5.877268799,1,0.086430424,1130,97.66637857,1130,97.66637857,27,2.333621435,0,0,1156,99.91356958,1,0.086430424,0
201920,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000019,925,Lincolnshire,Secondary,7,9044,7876,7590,96.36871508,3,6992,88.77602844,600,7.618080244,94,1.193499238,7686,97.58760792,7686,97.58760792,174,2.209243271,16,0.203148807,7506,95.49618321,354,4.503816794,0
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000020,926,Norfolk,Secondary,7,9856,8972,8114,90.43691485,3,8141,90.73785109,437,4.870708872,71,0.791350869,8649,96.39991083,8649,96.39991083,311,3.466339724,12,0.133749443,8780,97.83819924,194,2.161800758,14
201920,Academic year,Local authority,E92000001,England,E12000004,EAST MIDLANDS,E10000021,928,Northamptonshire,Secondary,7,9252,8792,8658,98.47588717,3,6764,76.93357598,1141,12.97770701,347,3.946769791,8252,93.85805278,8252,93.85805278,533,6.06232939,7,0.079617834,8427,95.92487194,358,4.075128059,0
201920,Academic year,Local authority,E92000001,England,E12000001,NORTH EAST,E06000048,929,Northumberland,Secondary,7,1791,1540,1307,84.87012987,4,1515,98.37662338,10,0.649350649,1,0.064935065,1526,99.09090909,1527,99.15584416,0,0,13,0.844155844,1466,96.00523903,61,3.994760969,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000025,931,Oxfordshire,Secondary,7,7611,7116,6728,94.54749859,3,6087,85.53962901,476,6.689151209,125,1.756604834,6688,93.98538505,6688,93.98538505,425,5.972456436,3,0.042158516,6905,97.07577675,208,2.924223253,0
201920,Academic year,Local authority,E92000001,England,E12000009,SOUTH WEST,E10000027,933,Somerset,Secondary,7,4950,4526,4276,94.47635882,3,4245,93.79142731,124,2.739726027,21,0.463985859,4390,96.9951392,4390,96.9951392,75,1.657092355,61,1.347768449,4144,92.81075028,321,7.18924972,0
201920,Academic year,Local authority,E92000001,England,E12000006,EAST OF ENGLAND,E10000029,935,Suffolk,Secondary,7,8249,7441,7179,96.47896788,3,6681,89.78631904,402,5.402499664,87,1.169197688,7170,96.3580164,7170,96.3580164,269,3.615105497,2,0.026878108,7323,98.44065063,116,1.559349375,0
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000030,936,Surrey,Secondary,7,12396,12427,12140,97.69051259,6,10080,81.11370403,997,8.022853464,370,2.977387946,11447,92.11394544,11688,94.0532711,739,5.946728897,0,0,11702,94.16592903,725,5.834070974,0
201920,Academic year,Local authority,E92000001,England,E12000005,WEST MIDLANDS,E10000031,937,Warwickshire,Secondary,7,6960,6340,5685,89.66876972,6,5096,80.3785489,625,9.858044164,199,3.138801262,5920,93.37539432,6012,94.82649842,326,5.141955836,2,0.031545741,6180,97.47634069,160,2.523659306,2
201920,Academic year,Local authority,E92000001,England,E12000008,SOUTH EAST,E10000032,938,West Sussex,Secondary,7,9394,9156,8764,95.71865443,3,7719,84.30537353,815,8.901266929,292,3.189165574,8826,96.39580603,8826,96.39580603,319,3.484054172,11,0.120139799,8951,97.8786222,194,2.121377802,0
201819,Academic year,National,E92000001,England,,,,,,Primary,:,712196,608180,563907,92.72041172,:,553309,90.97783551,32054,5.270479134,8579,1.410602124,593942,97.65891677,596486,98.07721398,10851,1.784175737,843,0.13861028,590045,97.05836875,17883,2.941631246,591
201819,Academic year,Regional,E92000001,England,E12000001,NORTH EAST,,,,Primary,:,33858,27207,23834,87.60245525,:,25803,94.83956335,864,3.175653325,163,0.599110523,26830,98.6143272,26845,98.66946007,292,1.073253207,70,0.257286728,26793,98.20760941,489,1.792390587,145
201819,Academic year,Regional,E92000001,England,E12000002,NORTH WEST,,,,Primary,:,95789,81819,72631,88.77033452,:,74885,91.52519586,4048,4.94750608,1077,1.31632017,80010,97.78902211,80087,97.88313228,1671,2.04231291,61,0.07455481,79759,97.41438273,2117,2.585617275,118
201819,Academic year,Regional,E92000001,England,E12000003,YORKSHIRE AND THE HUMBER,,,,Primary,:,71924,59953,50539,84.29769986,:,55624,92.77934382,2449,4.084866479,610,1.01746368,58683,97.88167398,58898,98.24028823,1034,1.724684336,21,0.035027438,59036,98.40481389,957,1.595186105,61
201819,Academic year,Regional,E92000001,England,E12000004,EAST MIDLANDS,,,,Primary,:,61946,51520,49839,96.73718944,:,47942,93.05512422,2285,4.435170807,455,0.883152174,50682,98.3734472,50731,98.4685559,518,1.005434783,271,0.526009317,49992,97.51682434,1273,2.483175656,16
201819,Academic year,Regional,E92000001,England,E12000005,WEST MIDLANDS,,,,Primary,:,77308,66221,61106,92.27586415,:,60719,91.69145739,3204,4.838344332,817,1.233747603,64740,97.76354933,64833,97.90398816,1348,2.03560804,40,0.060403799,64161,96.67460222,2207,3.325397782,187
201819,Academic year,Regional,E92000001,England,E12000006,EAST OF ENGLAND,,,,Primary,:,80725,69138,64634,93.48549278,:,63061,91.21033296,3597,5.202638202,993,1.436257919,67651,97.84922908,67926,98.24698429,1155,1.6705719,57,0.082443808,67894,98.27603677,1191,1.723963234,4
201819,Academic year,Regional,E92000001,England,E12000008,SOUTH EAST,,,,Primary,:,111957,98482,93454,94.89449849,:,88843,90.21242461,5932,6.023435755,1633,1.658171036,96408,97.8940314,96633,98.12249954,1723,1.749558295,126,0.127942162,96353,97.94260854,2024,2.057391463,21
