RECTYPE,ALPHAIND,LEA,ESTAB,URN,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,PCON_CODE,PCON_NAME,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,CONFEXAM,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNotFSM6CLA1A,PTNotFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_B,READ_AVERAGE_G,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,READ_AVERAGE_EAL,READ_AVERAGE_MOBN,MAT_AVERAGE_B,MAT_AVERAGE_G,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_EAL,MAT_AVERAGE_MOBN,GPS_AVERAGE_B,GPS_AVERAGE_G,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_EAL,GPS_AVERAGE_MOBN,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELE,PSENELE,TSENELK,PSENELK,TSENELEK,PSENELEK,TELIG_18,PTFSM6CLA1A_18,PTNOTFSM6CLA1A_18,PTRWM_EXP_18,PTRWM_HIGH_18,PTRWM_EXP_FSM6CLA1A_18,PTRWM_HIGH_FSM6CLA1A_18,PTRWM_EXP_NotFSM6CLA1A_18,PTRWM_HIGH_NotFSM6CLA1A_18,READPROG_18,READPROG_LOWER_18,READPROG_UPPER_18,WRITPROG_18,WRITPROG_LOWER_18,WRITPROG_UPPER_18,MATPROG_18,MATPROG_LOWER_18,MATPROG_UPPER_18,READ_AVERAGE_18,MAT_AVERAGE_18,TELIG_17,PTFSM6CLA1A_17,PTNOTFSM6CLA1A_17,PTRWM_EXP_17,PTRWM_HIGH_17,PTRWM_EXP_FSM6CLA1A_17,PTRWM_HIGH_FSM6CLA1A_17,PTRWM_EXP_NotFSM6CLA1A_17,PTRWM_HIGH_NotFSM6CLA1A_17,READPROG_17,READPROG_LOWER_17,READPROG_UPPER_17,WRITPROG_17,WRITPROG_LOWER_17,WRITPROG_UPPER_17,MATPROG_17,MATPROG_LOWER_17,MATPROG_UPPER_17,READ_AVERAGE_17,MAT_AVERAGE_17,TELIG_3YR,PTRWM_EXP_3YR,PTRWM_HIGH_3YR,READ_AVERAGE_3YR,MAT_AVERAGE_3YR,READPROG_UNADJUSTED,WRITPROG_UNADJUSTED,MATPROG_UNADJUSTED,READPROG_DESCR_17,WRITPROG_DESCR_17,MATPROG_DESCR_17,READPROG_DESCR_18,WRITPROG_DESCR_18,MATPROG_DESCR_18,READPROG_DESCR,WRITPROG_DESCR,MATPROG_DESCR
1,1832,850,2001,115851,Anstey Junior School,Eastbrooke Road,,,Alton,GU34 2DR,0142084486,E14000680,East Hampshire,0,,,CY,0,Does not apply,7-11,,0,0,240,60,60,32,28,53%,47%,16.8,2,3%,37,62%,21,35%,0,0%,18,30%,42,70%,1,2%,59,98%,63%,0%,-1.9,-3.4,-0.3,100%,-2.8,-4.3,-1.4,100%,-2.6,-4,-1.3,100%,78%,18%,0%,104,70%,5%,0%,101,83%,10%,0%,104,77%,5%,22%,0%,90%,0%,66%,61%,SUPP,51%,90%,61%,64%,-10,SUPP,63%,0%,0%,SUPP,0%,0%,0%,0%,-13,SUPP,0%,-2.3,-4.5,-0.2,-1.3,-3.6,1,SUPP,SUPP,SUPP,-1,-3,1,-2.5,-5.2,0.1,-1.1,-4,1.7,-2.2,-4,-0.3,-1.4,SUPP,SUPP,SUPP,-2.1,-3.6,-0.5,-3.4,-5.4,-1.4,-2.2,-4.3,-0.1,SUPP,SUPP,SUPP,-2,-3.8,-0.1,-4.2,-6.6,-1.7,-0.7,-3.3,2,-3.8,-5.5,-2,-1,SUPP,SUPP,SUPP,-3,-4.5,-1.6,-2.3,-4.2,-0.4,-3,-5,-1,SUPP,SUPP,SUPP,-1.6,-3.3,0.2,-4,-6.3,-1.7,-1.9,-4.4,0.6,-2.9,-4.6,-1.3,-2.3,SUPP,SUPP,SUPP,-2.7,-4.1,-1.3,104,103,SUPP,102,108,103,104,SUPP,104,105,103,SUPP,102,106,103,104,SUPP,104,102,101,SUPP,99,106,100,102,SUPP,101,SUPP,73%,95%,72%,81%,SUPP,57%,100%,67%,71%,SUPP,84%,90%,83%,83%,SUPP,70%,95%,78%,76%,SUPP,11%,33%,11%,21%,SUPP,0%,14%,0%,7%,SUPP,5%,19%,6%,12%,SUPP,3%,10%,6%,5%,59,98%,0,0%,1,2%,9,15%,10,17%,63,33%,67%,57%,5%,38%,0%,67%,7%,-2,-3.5,-0.5,-2.9,-4.4,-1.4,-2,-3.4,-0.6,104,104,63,27%,73%,68%,6%,47%,0%,76%,9%,-1.8,-3.4,-0.2,-0.6,-2.1,0.9,-1.1,-2.5,0.3,104,104,186,63%,4%,104,104,-1.9,-2.8,-2.6,4,3,3,4,5,4,4,5,4
1,3296,850,2002,115852,Balksbury Junior School,Floral Way,Salisbury Road,,Andover,SP10 3QP,01264365642,E14000857,North West Hampshire,0,,,CY,0,Does not apply,7-11,,0,0,357,90,90,49,41,54%,46%,17.6,1,1%,46,51%,43,48%,0,0%,15,17%,75,83%,5,6%,88,98%,59%,12%,-3.6,-4.8,-2.3,100%,-1.9,-3.1,-0.7,100%,-3.2,-4.3,-2.1,100%,67%,21%,0%,103,72%,28%,0%,104,76%,22%,0%,104,78%,22%,21%,0%,79%,0%,49%,71%,SUPP,28%,93%,33%,64%,-38,SUPP,58%,6%,20%,SUPP,0%,26%,0%,15%,-13,SUPP,13%,-4.4,-6.2,-2.7,-2.5,-4.4,-0.6,SUPP,SUPP,SUPP,-5.4,-7.2,-3.7,-1.4,-3.3,0.4,-4.9,-8,-1.8,-3.3,-4.7,-1.9,-5.2,SUPP,SUPP,SUPP,-3.7,-5,-2.4,-3.9,-5.5,-2.3,0.5,-1.3,2.2,SUPP,SUPP,SUPP,-3.1,-4.8,-1.5,-0.2,-1.9,1.5,-4.5,-7.4,-1.6,-1.4,-2.7,-0.1,-4.8,SUPP,SUPP,SUPP,-2,-3.2,-0.8,-3.2,-4.7,-1.7,-3.2,-4.9,-1.6,SUPP,SUPP,SUPP,-4.4,-6,-2.9,-1.8,-3.4,-0.2,-6.3,-9,-3.6,-2.6,-3.8,-1.4,-6.7,SUPP,SUPP,SUPP,-3.2,-4.4,-2.1,101,105,SUPP,98,109,98,104,SUPP,103,103,105,SUPP,99,109,97,105,SUPP,103,101,107,SUPP,98,111,98,105,SUPP,104,SUPP,41%,95%,53%,69%,SUPP,50%,98%,47%,77%,SUPP,57%,98%,40%,83%,SUPP,59%,100%,53%,83%,SUPP,2%,42%,7%,24%,SUPP,0%,58%,13%,31%,SUPP,7%,40%,13%,24%,SUPP,2%,44%,0%,27%,85,94%,0,0%,0,0%,16,18%,16,18%,85,20%,80%,67%,12%,41%,6%,74%,13%,-2.6,-3.9,-1.3,-1,-2.3,0.3,-1.6,-2.8,-0.4,104,105,92,24%,76%,71%,8%,36%,0%,81%,10%,-2,-3.3,-0.7,-1.9,-3.2,-0.6,-2.2,-3.4,-1,105,105,267,66%,10%,104,104,-3.6,-1.9,-3.4,4,4,4,4,3,4,5,4,5
1,42786,850,2003,115853,Portway Junior School,Upper Drove,,,Andover,SP10 3NA,01264352060,E14000857,North West Hampshire,0,,,CY,0,Does not apply,7-11,R,0,0,381,98,98,54,44,55%,45%,17.2,2,2%,50,52%,45,46%,1,1%,19,19%,79,81%,7,7%,92,94%,52%,6%,-3.9,-5.1,-2.6,99%,-3.4,-4.5,-2.2,99%,-3,-4,-1.9,99%,62%,23%,0%,102,70%,22%,0%,103,70%,24%,0%,103,73%,9%,24%,0%,71%,0%,41%,66%,SUPP,22%,84%,21%,59%,-50,86%,52%,4%,9%,SUPP,0%,13%,0%,8%,-13,0%,7%,-5.2,-6.8,-3.6,-2.2,-4.1,-0.4,SUPP,SUPP,SUPP,-5.9,-7.6,-4.2,-2.1,-3.9,-0.3,-6.1,-8.9,-3.3,-3.3,-4.7,-2,-6.4,5.4,0.8,10,-4,-5.3,-2.8,-3.9,-5.4,-2.4,-2.7,-4.4,-1,SUPP,SUPP,SUPP,-3.7,-5.3,-2.1,-3.6,-5.3,-1.9,-4.8,-7.4,-2.3,-3,-4.3,-1.7,-5.1,1.1,-3.1,5.4,-3.4,-4.6,-2.3,-2.8,-4.3,-1.4,-3.1,-4.7,-1.5,SUPP,SUPP,SUPP,-4.9,-6.4,-3.4,-1.2,-2.8,0.4,-5.4,-7.8,-2.9,-2.4,-3.6,-1.2,-5.8,3.1,-0.9,7.1,-2.8,-3.9,-1.7,100,105,SUPP,96,108,98,103,107,102,102,104,SUPP,98,109,99,104,106,104,101,105,SUPP,98,109,97,105,108,103,SUPP,36%,91%,37%,68%,SUPP,48%,96%,32%,80%,SUPP,46%,98%,47%,76%,SUPP,56%,93%,53%,78%,SUPP,6%,44%,5%,28%,SUPP,8%,38%,0%,28%,SUPP,4%,49%,5%,29%,SUPP,0%,20%,0%,11%,91,93%,0,0%,1,1%,11,11%,12,12%,95,17%,83%,66%,14%,31%,0%,73%,16%,-1.9,-3.1,-0.7,-2.5,-3.7,-1.3,-1.2,-2.3,-0.1,105,105,95,22%,78%,66%,2%,52%,0%,70%,3%,-0.4,-1.7,0.9,-2.3,-3.5,-1.1,1,-0.1,2.1,105,106,288,61%,7%,104,105,-3.9,-3.4,-3,3,4,3,4,4,4,5,5,4
1,1858,850,2004,115854,Anton Junior School,Barlows Lane,,,Andover,SP10 2HA,01264352845,E14000857,North West Hampshire,0,,,CY,0,Does not apply,7-11,,0,0,256,65,65,31,34,48%,52%,16.4,2,3%,41,63%,22,34%,0,0%,9,14%,56,86%,2,3%,65,100%,60%,5%,-0.9,-2.4,0.6,98%,1.3,-0.1,2.7,100%,-1.2,-2.5,0.1,100%,75%,20%,0%,104,82%,40%,0%,107,71%,22%,0%,104,89%,20%,9%,0%,89%,0%,68%,53%,SUPP,46%,91%,56%,61%,-15,SUPP,60%,3%,6%,SUPP,0%,14%,11%,4%,-2,SUPP,5%,-1.9,-4.1,0.3,0.1,-2,2.2,SUPP,SUPP,SUPP,-0.8,-2.7,1,-1.5,-4,1.1,-1.4,-5.4,2.7,-0.8,-2.4,0.8,-1.7,SUPP,SUPP,SUPP,-0.9,-2.4,0.6,0.1,-1.9,2.1,2.4,0.4,4.3,SUPP,SUPP,SUPP,1.4,-0.3,3.2,1,-1.3,3.4,3,-0.7,6.8,1,-0.5,2.5,2.7,SUPP,SUPP,SUPP,1.3,-0.1,2.7,0.3,-1.6,2.2,-2.6,-4.4,-0.7,SUPP,SUPP,SUPP,-1.1,-2.7,0.6,-0.4,-2.6,1.9,0.1,-3.4,3.6,-1.4,-2.8,0,-0.3,SUPP,SUPP,SUPP,-1.2,-2.5,0.1,102,105,SUPP,101,108,103,104,SUPP,104,105,103,SUPP,102,110,105,104,SUPP,104,106,107,SUPP,104,113,106,107,SUPP,107,SUPP,66%,95%,78%,75%,SUPP,76%,100%,89%,80%,SUPP,61%,95%,56%,73%,SUPP,85%,100%,100%,88%,SUPP,12%,36%,11%,21%,SUPP,17%,86%,44%,39%,SUPP,5%,55%,33%,20%,SUPP,5%,50%,22%,20%,63,97%,0,0%,1,2%,3,5%,4,6%,64,11%,89%,56%,13%,14%,14%,61%,12%,0.7,-0.8,2.2,1.2,-0.2,2.6,-1.5,-2.8,-0.2,106,103,65,8%,92%,82%,9%,SUPP,SUPP,SUPP,SUPP,2.4,0.9,3.9,0.4,-1.1,1.9,0,-1.4,1.4,108,105,194,66%,9%,106,104,-0.9,1.3,-1.2,2,3,3,3,3,4,3,3,3
1,3044,850,2006,115856,Awbridge Primary School,Danes Road,Awbridge,,Romsey,SO51 0HL,01794340407,E14000901,Romsey and Southampton North,0,,,CY,0,Does not apply,4-11,,0,0,159,18,18,10,8,56%,44%,17.3,1,6%,10,59%,6,35%,1,6%,3,17%,15,83%,0,0%,18,100%,61%,22%,0.4,-2.6,3.3,94%,1.7,-1,4.4,94%,-0.6,-3.1,2,94%,78%,44%,0%,106,78%,44%,0%,108,67%,33%,0%,106,89%,33%,6%,0%,94%,0%,40%,88%,SUPP,50%,100%,SUPP,SUPP,SUPP,,61%,10%,38%,SUPP,0%,67%,SUPP,SUPP,SUPP,,22%,1.3,-2.7,5.3,-0.7,-4.9,3.6,SUPP,SUPP,SUPP,0,-3.9,3.8,0.8,-4.1,5.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.4,-2.6,3.3,1,-2.7,4.8,2.5,-1.5,6.4,SUPP,SUPP,SUPP,0.9,-2.7,4.4,2.9,-1.6,7.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.7,-1,4.4,-1.7,-5.2,1.8,0.7,-3,4.4,SUPP,SUPP,SUPP,-1.8,-5.1,1.6,2.1,-2.2,6.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-0.6,-3.1,2,105,108,SUPP,104,113,SUPP,SUPP,,106,102,109,SUPP,103,114,SUPP,SUPP,,106,105,112,SUPP,104,118,SUPP,SUPP,,108,SUPP,80%,100%,SUPP,SUPP,SUPP,80%,100%,SUPP,SUPP,SUPP,60%,100%,SUPP,SUPP,SUPP,100%,100%,SUPP,SUPP,SUPP,30%,83%,SUPP,SUPP,SUPP,20%,100%,SUPP,SUPP,SUPP,10%,83%,SUPP,SUPP,SUPP,0%,100%,SUPP,SUPP,18,100%,0,0%,1,6%,1,6%,2,11%,14,14%,86%,64%,14%,SUPP,SUPP,SUPP,SUPP,-0.9,-4.2,2.4,-0.5,-3.6,2.6,-3,-6,0,105,103,20,15%,85%,60%,25%,SUPP,SUPP,SUPP,SUPP,2,-1,5,1.3,-1.6,4.2,1.7,-1,4.4,105,106,52,62%,21%,105,105,0.4,1.7,-0.6,3,3,3,3,3,3,3,3,3
1,65226,850,2008,115858,Winklebury Junior School,Willoughby Way,Off Winklebury Way,,Basingstoke,RG23 8AF,01256323244,E14000545,Basingstoke,0,,,CY,0,Does not apply,7-11,,0,0,213,44,44,21,23,48%,52%,17.5,1,2%,22,54%,18,44%,3,7%,19,43%,25,57%,7,16%,41,93%,66%,2%,-2.4,-4.4,-0.5,91%,-1.7,-3.4,0,93%,-2.3,-4,-0.6,91%,70%,18%,2%,104,86%,45%,2%,107,84%,25%,2%,105,82%,20%,18%,0%,84%,0%,57%,74%,SUPP,45%,94%,58%,72%,-13,86%,66%,0%,4%,SUPP,0%,6%,5%,0%,-8,0%,2%,-4.7,-7.7,-1.8,-0.8,-3.3,1.8,SUPP,SUPP,SUPP,-1.5,-4.1,1.2,-3.4,-6.2,-0.5,-4.7,-7.5,-1.8,-0.6,-3.2,2,-5,SUPP,SUPP,SUPP,-2.3,-4.3,-0.4,-2.4,-5,0.2,-1.2,-3.5,1.2,SUPP,SUPP,SUPP,-2.1,-4.4,0.3,-1.3,-3.9,1.3,-2.9,-5.5,-0.4,-0.7,-3,1.7,-3.2,SUPP,SUPP,SUPP,-1.4,-3.2,0.4,-1.7,-4.2,0.9,-2.7,-4.9,-0.5,SUPP,SUPP,SUPP,-1.2,-3.5,1.1,-3.3,-5.7,-0.8,-3.1,-5.6,-0.6,-1.6,-3.8,0.7,-3.5,SUPP,SUPP,SUPP,-2.4,-4.1,-0.7,101,106,SUPP,102,107,101,106,104,104,105,105,SUPP,103,108,103,106,109,105,106,109,SUPP,104,111,104,110,113,107,SUPP,50%,100%,58%,80%,SUPP,77%,100%,79%,92%,SUPP,77%,94%,68%,96%,SUPP,68%,100%,68%,92%,SUPP,14%,28%,5%,28%,SUPP,27%,61%,32%,56%,SUPP,9%,33%,21%,28%,SUPP,5%,39%,16%,24%,36,82%,1,2%,1,2%,2,5%,3,7%,39,36%,64%,54%,8%,50%,14%,56%,4%,-3.5,-5.4,-1.6,-1.3,-3.1,0.5,-2.2,-3.9,-0.5,103,103,33,42%,58%,61%,15%,57%,7%,63%,21%,-1.6,-3.8,0.6,0.8,-1.3,2.9,-0.2,-2.1,1.7,104,105,116,60%,8%,103,104,-2.5,-1.7,-2.3,3,3,3,5,3,4,4,3,4
1,30182,850,2009,131717,Knightwood Primary School,Bell Flower Way,Knightwood Road,Chandler's Ford,Eastleigh,SO53 4HW,02380261900,E14000901,Romsey and Southampton North,0,,,CY,0,Does not apply,4-11,,0,0,423,61,61,30,31,49%,51%,17.8,0,0%,29,48%,32,52%,0,0%,4,7%,57,93%,8,13%,60,98%,80%,16%,-0.2,-1.8,1.3,100%,0.1,-1.4,1.5,100%,-0.2,-1.5,1.2,100%,85%,33%,0%,107,89%,41%,0%,108,90%,31%,0%,107,90%,31%,10%,0%,100%,0%,73%,87%,,62%,97%,SUPP,SUPP,SUPP,75%,82%,17%,16%,,0%,31%,SUPP,SUPP,SUPP,25%,17%,-0.7,-2.9,1.5,0.2,-2,2.4,NA,NA,NA,-0.6,-2.8,1.7,0,-2.1,2.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-2.5,-6.8,1.8,-0.3,-1.8,1.3,-0.3,-2.4,1.7,0.5,-1.5,2.5,NA,NA,NA,-0.2,-2.3,1.9,0.3,-1.6,2.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-0.4,-4.4,3.5,0.1,-1.3,1.6,1.4,-0.6,3.3,-1.6,-3.5,0.3,NA,NA,NA,0.6,-1.4,2.5,-0.8,-2.7,1.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1.5,-2.3,5.2,0,-1.3,1.4,105,108,,102,111,SUPP,SUPP,105,107,107,107,,104,110,SUPP,SUPP,109,107,106,109,,103,112,SUPP,SUPP,112,108,,69%,100%,SUPP,SUPP,,76%,100%,SUPP,SUPP,,83%,97%,SUPP,SUPP,,79%,100%,SUPP,SUPP,,14%,50%,SUPP,SUPP,,14%,66%,SUPP,SUPP,,10%,50%,SUPP,SUPP,,3%,56%,SUPP,SUPP,53,87%,0,0%,0,0%,3,5%,3,5%,60,2%,98%,78%,33%,SUPP,SUPP,SUPP,SUPP,2.2,0.7,3.7,2.6,1.1,4.1,2,0.6,3.4,109,108,60,0%,100%,85%,28%,,,85%,28%,3.3,1.7,4.9,1.8,0.3,3.3,3.5,2.1,4.9,109,109,181,81%,26%,108,108,-0.2,0.1,-0.2,2,2,1,2,2,2,3,3,3
1,62852,850,2010,138139,Wellington Community Primary School,Alexandra Road,,,Aldershot,GU11 1QJ,01252326573,E14000530,Aldershot,0,,,CY,0,Does not apply,5-11,,0,0,415,60,59,32,27,54%,46%,16.7,1,2%,29,58%,20,40%,9,15%,24,41%,35,59%,24,41%,53,90%,78%,14%,0,-1.7,1.7,85%,2.1,0.5,3.7,85%,0.6,-0.9,2.1,85%,83%,22%,0%,105,93%,39%,0%,110,92%,24%,0%,106,88%,34%,10%,0%,86%,0%,78%,78%,SUPP,69%,100%,88%,71%,17,71%,79%,16%,11%,SUPP,0%,35%,21%,9%,8,21%,13%,-0.9,-3.2,1.5,1,-1.6,3.5,SUPP,SUPP,SUPP,1.3,-1,3.5,-1.2,-3.9,1.5,1.1,-1.5,3.7,-0.9,-3.2,1.4,0.8,-1,-3.9,1.8,-0.2,-2,1.6,1.6,-0.6,3.7,2.8,0.5,5.1,SUPP,SUPP,SUPP,2.3,0.2,4.4,2.6,0.1,5.1,3.1,0.7,5.5,1.4,-0.8,3.5,2.8,3.3,0.6,5.9,1.9,0.3,3.6,0.9,-1.1,2.9,0.3,-1.9,2.5,SUPP,SUPP,SUPP,1.8,-0.2,3.7,-0.2,-2.6,2.2,1.9,-0.4,4.1,-0.3,-2.3,1.6,1.5,2,-0.5,4.5,0.4,-1.1,2,106,104,SUPP,103,109,105,105,104,105,107,105,SUPP,104,110,106,106,107,106,110,109,SUPP,107,115,110,109,109,110,SUPP,79%,100%,92%,77%,SUPP,97%,100%,100%,89%,SUPP,93%,100%,100%,86%,SUPP,86%,100%,92%,86%,SUPP,7%,45%,25%,20%,SUPP,17%,75%,42%,37%,SUPP,3%,55%,25%,23%,SUPP,14%,70%,38%,31%,35,59%,0,0%,1,2%,9,15%,10,17%,50,30%,70%,78%,22%,73%,27%,80%,20%,1.5,-0.4,3.4,1.7,-0.1,3.5,0.4,-1.3,2.1,107,106,43,44%,56%,67%,7%,79%,5%,58%,8%,1.7,-0.3,3.7,2.6,0.7,4.5,0.1,-1.7,1.9,105,104,152,75%,14%,106,106,0,2.1,0.6,3,2,3,3,3,3,3,2,3
